ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,StartDate,EndDate,Appg,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Link,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,VisitLocations_Country_2,VisitLocations_Destination_2,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5,Updated_2
2278,International visit between 23 June 2023 and 25 June 2023,,2023-06-28,2023-12-23,,Visits outside the UK,4005,Bob Blackman,Netherlands,,Parliamentary cricket trip with All Party Parliamentary Cricket Group/Lords & Commons Cricket.,2023-06-23,2023-06-25,APPG on Cricket,APPG for Cricket (using part sponsorship from Greene King Brewing & Retailing Ltd),False,"Westgate Brewery, Bury St Edmunds IP31 1QT",In kind,"Travel by train, accommodation, and food for my wife and me",1430.94,False,https://interests-api.parliament.uk/api/v1/Interests/2278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,International visit to Thailand between 15 September 2023 and 20 September 2023,,2023-10-16,2023-12-23,,Visits outside the UK,4412,Dr Lisa Cameron,Thailand,,"APPG for Thailand delegation arranged by the Thai and British Embassies. Meetings were held with the Deputy Prime Minister, Speaker of the Parliament, Thailand/Britain Friendship Group and Thai Chamber of Commerce.",2023-09-15,2023-09-20,APPG for Thailand,"Royal Thai Embassy, London",False,"29-30 Queen's Gate, South Kensington, London SW7 5JB",In kind,"Flights (£1,574.31) and accommodation (£627.38)",2201.69,True,https://interests-api.parliament.uk/api/v1/Interests/2284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,International visit between 18 June 2023 and 02 July 2023,,2023-07-12,2023-12-23,,Visits outside the UK,4671,Afzal Khan,Saudi Arabia,"Mecca, Jeddah and Madina",Invited to Saudi Arabia to perform the Hajj pilgrimage in my capacity as Vice Chair of the APPG on Hajj and Umrah.,2023-06-18,2023-07-02,APPG on Hajj and Umrah,"Ministry of Hajj and Umrah, Kingdom of Saudi Arabia",False,"CQ89+699, Makkah - Jeddah Hwy, Al Hamra Umm Al Jud, Mecca 24321, Saudi Arabia",In kind,"Flights (£1,646), accommodation (£8,114), internal transport (£1,372)",11138.00,True,https://interests-api.parliament.uk/api/v1/Interests/2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,International visit between 11 May 2023 and 15 May 2023,,2023-06-09,2023-12-23,,Visits outside the UK,4615,Lloyd Russell-Moyle,Turkey,,To observe elections and meet with politicians in my capacity as Chair of APPG on Kurdistan in Syria and Turkey.,2023-05-11,2023-05-15,APPG for Kurdistan in Turkey and Syria,Kurdish Peoples Democratic Assembly,False,"Fairfax Hall, 11 Portland Gardens, London N4 1HU",In kind,Travel and accommodation for myself and a staff member,1232.00,False,https://interests-api.parliament.uk/api/v1/Interests/2330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,International visit between 23 June 2023 and 25 June 2023,,2023-06-29,2023-12-23,,Visits outside the UK,4497,Michael Tomlinson,Netherlands,,Parliamentary cricket trip with All Party Parliamentary Cricket Group/Lords & Commons Cricket.,2023-06-23,2023-06-25,APPG on Cricket,APPG for Cricket (using part sponsorship from Greene King Brewing & Retailing Ltd),False,"Westgate Brewery, Bury St Edmunds IP31 1QT",In kind,"Travel by train, accommodation, and food for my wife and me",1430.94,False,https://interests-api.parliament.uk/api/v1/Interests/2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,International visit on 21 June 2023,,2023-07-17,2023-12-23,,Visits outside the UK,4819,Theo Clarke,France,Paris,"In my capacity as Co-Chair of the APPG for International Conservation, attending the Summit for a New Global Financial Pact and legislative workshop hosted by the ICCF-UK.",2023-06-21,2023-06-21,APPG on International Conservation,International Conservation Caucus Foundation - UK (ICCF-UK),False,"71-75 Shelton Street, Covent Garden, London WC2H 9JQ",In kind,"For me and a member of staff, Eurostar travel (£731) and taxis (£50)",781.00,False,https://interests-api.parliament.uk/api/v1/Interests/2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,International visit between 23 July 2023 and 29 July 2023,,2023-08-23,2023-12-23,,Visits outside the UK,4638,Mr Tanmanjeet Singh Dhesi,Malawi,,"As Vice-Chair of the All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases, to see the impact of malaria and neglected tropical diseases, and the challenges faced by government, NGOs, academic and research institutions, and local communities in tackling these diseases.",2023-07-23,2023-07-29,APPG on Malaria and Neglected Tropical Diseases,All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases,False,"c/o Malaria No More UK, Room 202, 2nd Floor, 30 Millbank, London SW1P 4QP",In kind,"Flights (£1,600); accommodation (£620); travel medication (£30); parking (£140); food, in-country transport and other expenses (£180)",2570.00,True,https://interests-api.parliament.uk/api/v1/Interests/2294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,International visit to Qatar between 18 September 2023 and 21 September 2023,,2023-10-09,2023-12-23,,Visits outside the UK,4498,Mr Ranil Jayawardena,Qatar,,"APPG on Qatar visit to meet Members of the Consultative Assembly of Qatar, and senior local and international representatives of international development organisations to share knowledge and explore ways of enhancing Anglo-Qatari cooperation on international development and aid.",2023-09-18,2023-09-21,APPG on Qatar,Ministry of Foreign Affairs of the State of Qatar,False,"Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation and associated costs (value is approximate)",6672.00,True,https://interests-api.parliament.uk/api/v1/Interests/2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,International visit between 04 April 2023 and 12 April 2023,,2023-05-05,2023-12-23,,Visits outside the UK,1392,Mr Khalid Mahmood,Oman,Muscat,"As a co-chair of APPG Oman visited to strengthen bilateral relations, discussing various issues of mutual concern and exploring avenues for cooperation in areas such as trade, investment, education, culture, and security.",2023-04-04,2023-04-12,APPG on Oman,Council of Oman,False,"Majles A'Choura P.O. Box 981. Postal Code 111 C.P.O. Seeb, Muscat Sultanat d'Oman",In kind,Accommodation,1487.00,True,https://interests-api.parliament.uk/api/v1/Interests/2316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,International visit between 23 July 2023 and 29 July 2023,,2023-08-01,2023-12-23,,Visits outside the UK,4767,James Sunderland,Malawi,,"As Vice-Chair of the All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases, to see the impact of malaria and neglected tropical diseases, and the challenges faced by government, NGOs, academic and research institutions, and local communities in tackling these diseases.",2023-07-23,2023-07-29,APPG on Malaria and Neglected Tropical Diseases,All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases,False,"c/o Malaria No More UK, Room 202, 2nd Floor, 30 Millbank, London SW1P 4QP",In kind,"Flights (£1,600), accommodation (£620), malaria tablets (£30), food, in-country transport and other expenses (£180)",2430.00,True,https://interests-api.parliament.uk/api/v1/Interests/2344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,International visit between 11 April 2023 and 14 April 2023,,2023-05-11,2023-12-23,,Visits outside the UK,3957,Martin Vickers,Morocco,,APPG on Morocco visit as part of promoting links and mutual understanding between Britain and Morocco.,2023-04-11,2023-04-14,APPG on Morocco,General Confederation of Moroccan Enterprises (CGEM),False,"23, Boulevard Mohamed Abdou Quartier, Palmiers 20340, Casablanca, Morocco",In kind,"Flights, travel and subsistence",2226.00,True,https://interests-api.parliament.uk/api/v1/Interests/2348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,International visit to Norway between 14 April 2023 and 16 April 2023,,2023-05-11,2023-12-23,,Visits outside the UK,4133,Andrew Bridgen,Norway,Stavenger,To speak at the Spotlight Conference.,2023-04-14,2023-04-16,,Children's Health Defense Europe and Binders Initiative,False,"Postboks 3207 Krossen, 4398 Sandnes, Norway",In kind,"Boat trip (£55) and accommodation (£186), plus reimbursement on 10 May 2023 for flights (£320) and other travel costs (£51)",612.00,True,https://interests-api.parliament.uk/api/v1/Interests/2359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3320,International visit to Netherlands between 10 January 2024 and 11 January 2024,,2024-01-18,2023-12-17,,Visits outside the UK,185,Jeremy Corbyn,Netherlands,The Hague,To be present at the South African submission accusing Israel of Genocide to the International Court of Justice.,2024-01-10,2024-01-11,,Progressive International,False,"71-75 Shelton Street, London WC2H 9JQ",In kind,Travel (£258) and accommodation for one night (£179.02),437.02,True,https://interests-api.parliament.uk/api/v1/Interests/3320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3323,International visit to Bangladesh between 26 January 2024 and 31 January 2024,,2024-02-19,2023-12-17,,Visits outside the UK,4368,Neil Coyle,Bangladesh,,"Promoting UK-Bangladesh Trade and Investment, cross cultural relations and to understand the Rohingya Crisis.",2024-01-26,2024-01-31,,"Commonwealth Enterprise and Investment Council, Bangladesh",False,"Plot 44, Progoti Shoroni, Main Block-J, Baridhara, Dhaka - 1212, Bangladesh",In kind,"International travel, accommodation and meals (value is approximate)",3200.00,True,https://interests-api.parliament.uk/api/v1/Interests/3323,RRM Group,False,"Plot 44, Main Road, Block J, Baridhara, Dhaka - 1212, Bangladesh",In kind,Domestic transport,500.00,True,,,,,,,,,,,,,,,,,,,,,,,,
1757,International visit to Pakistan between 19 September 2023 and 28 September 2023,,2023-10-27,2023-12-17,2023-11-03,Visits outside the UK,4409,Naz Shah,Pakistan,"Islamabad, Mirpur, Muzaffarabad and other locations in Azad Jammu and Kashmir",Part of a delegation invited by the Government of Azad Jammu and Kashmir.,2023-09-19,2023-09-28,,Azad Government of the State of Jammu & Kashmir Services & General and Administration Department,False,"6 New Secretariat, Muzaffarabad, Azad Kashmir",In kind,"Return flights and airport transfers for me and a family member and accommodation for me, a family member and a member of staff",2300.00,False,https://interests-api.parliament.uk/api/v1/Interests/1757,Jawad Sohrabs,True,,In kind,Accommodation for myself and two members of staff in Islamabad,750.00,False,,,,,,,,,,,,,,,,,,,,,,,,
3200,International visit to Gibraltar between 16 November 2023 and 17 November 2023,,2023-11-29,2023-12-17,,Visits outside the UK,4117,Andrea Leadsom,Gibraltar,,Guest speaker at the Gibraltar Literary Festival.,2023-11-16,2023-11-17,,Gibunco Group,False,"Europort, Building 7, PO Box 51, Gibraltar",In kind,Return flight and hotel accommodation,785.00,True,https://interests-api.parliament.uk/api/v1/Interests/3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,International visit between 17 November 2023 and 20 November 2023,,2023-11-30,2023-12-17,,Visits outside the UK,4656,Layla Moran,Bahrain,Manama,Participation at the IISS Manama Dialogue (Regional Security Summit).,2023-11-17,2023-11-20,,The International Institute for Strategic Studies,False,"Arundel House, 6 Temple Place, London WC2R 2PG",In kind,Flights and accommodation,3423.74,True,https://interests-api.parliament.uk/api/v1/Interests/3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,International visit to Oman between 02 October 2023 and 06 October 2023,,2023-10-24,2023-12-17,,Visits outside the UK,1398,Wayne David,Oman,,Fact finding visit to find out more about the important relationship between Oman and the UK.,2023-10-02,2023-10-06,,Sariya Al Hadi & Ali Al Rashdi & Co. Advocates & Legal Consultants,False,"4th Floor,  Bait Al Reem, Thaqafah St, Al Khuwair, P.O Box 2746,  PC 130 Athaibah, Muscat, Oman",In kind,"Accommodation (£974.95) and travel (£5,640.84)",6615.79,True,https://interests-api.parliament.uk/api/v1/Interests/1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,International visit between 04 July 2023 and 06 July 2023,,2023-08-08,2023-12-17,,Visits outside the UK,3957,Martin Vickers,Isle of Man,,"Visit to Tynwald Day, Isle of Man as guest of Lt. Governor, President of Tynwald and Speaker of the House of Keys.",2023-07-04,2023-07-06,,Tynwald,False,"Legislative Buildings, Finch Road, Douglas, Isle of Man IM1 3PW",In kind,"Accommodation (£300), subsistence (£220) and transport (£210) for me and my spouse",730.00,False,https://interests-api.parliament.uk/api/v1/Interests/1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,International visit to Sweden between 15 June 2023 and 16 June 2023,,2023-06-19,2023-12-17,,Visits outside the UK,4806,Claire Coutinho,Sweden,,To deliver a lecture at Engelsberg Ideas.,2023-06-15,2023-06-16,,Axel and Margaret Ax:son Johnson Foundation,False,"Stureplan 3, 103 75 Stockholm, Sweden",In kind,"Accommodation, hospitality and travel",1404.00,True,https://interests-api.parliament.uk/api/v1/Interests/1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,International visit between 31 August 2023 and 02 September 2023,,2023-09-07,2023-12-17,,Visits outside the UK,152,Sir Iain Duncan Smith,Czechia,Prague,To participate in the Inter-parliamentary on China (IPAC) Prague Summit.,2023-08-31,2023-09-02,,IPAC Global Ltd (supported by National Democratic Institute and Open Society foundations),False,"c/o Connected Accounting, 2 Victoria Square, Victoria Street, St Albans AL1 3TF",In kind,"Flights, transportation and accommodation",909.65,True,https://interests-api.parliament.uk/api/v1/Interests/1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,International visit between 10 July 2023 and 14 July 2023,,2023-08-09,2023-12-17,,Visits outside the UK,1487,Mr Tobias Ellwood,Afghanistan,Kabul and Kandahar,Visiting HALO demining projects in Kandahar.,2023-07-10,2023-07-14,,HALO Trust,False,"Carronfoot, Thornhill, Dumfries DG3 5BF",In kind,"International flights (£1,624.68), internal flights (£243.66) and entry cost (£157.20)",2025.74,True,https://interests-api.parliament.uk/api/v1/Interests/1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,International visit between 17 September 2023 and 20 September 2023,,2023-09-27,2023-12-17,,Visits outside the UK,4082,Lisa Nandy,United States,New York,"To attend meetings and events hosted as part of the UN General Assembly, including events on SDGs, climate and high level meetings on health.",2023-09-17,2023-09-20,,WaterAid UK,False,"6th floor, Canada Square, London E14 5NN",In kind,"Flights, accommodation and meals for me and a member of staff",3602.34,False,https://interests-api.parliament.uk/api/v1/Interests/1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,International visit to Singapore between 24 September 2023 and 28 September 2023,,2023-10-23,2023-12-17,,Visits outside the UK,3986,Damian Collins,Singapore,,To speak at and attend the Online Harms Symposium organised by the Ministry of Law.,2023-09-24,2023-09-28,,"Ministry of Law, Singapore",False,"100 High Street, #08-02 The Treasury,  Singapore 179434",In kind,Travel and accommodation,11000.00,True,https://interests-api.parliament.uk/api/v1/Interests/1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,International visit between 04 June 2023 and 06 June 2023,,2023-06-23,2023-12-17,,Visits outside the UK,185,Jeremy Corbyn,Norway,Oslo,"To speak at the Justice, Democracy and Media-Freedom event.",2023-06-04,2023-06-06,,Fritt Ord Foundation,False,"Uranienborgveien 2, 0258 Oslo, Norway",In kind,"Flight (£248.18), accommodation for two nights (£631.42), meals, transport and  incidentals (£120.51)",1000.11,True,https://interests-api.parliament.uk/api/v1/Interests/1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,International visit between 10 April 2023 and 15 April 2023,,2023-05-15,2023-12-17,,Visits outside the UK,4511,Dr Rupa Huq,Turkey,,A cross-party visit to Turkey to learn more about the impact of the recent earthquakes and the upcoming elections in Turkey.,2023-04-10,2023-04-15,,The Centre for Turkey Studies,False,"239-241 Kennington Lane, London SE11 5QU",In kind,"Travel, accommodation, food and drink",1080.00,True,https://interests-api.parliament.uk/api/v1/Interests/1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,International visit to Germany between 14 September 2023 and 16 September 2023,,2023-10-13,2023-12-17,,Visits outside the UK,4639,Bim Afolami,Germany,Schloss Neuhardenberg,Attendance at 73rd Konigswinter Conference.,2023-09-14,2023-09-16,,Deutsch-Britische Gesellschaft,False,"Pariser Platz 6, 10117 Berlin, Germany",In kind,Accommodation (£240.15) and subsistence (£138.21),378.36,True,https://interests-api.parliament.uk/api/v1/Interests/2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
